"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"61 years"	"61"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	952	8180780	11.6
	"61 years"	"61"	"Male"	"M"	"Codes for special purposes"	"U00-U99"	7869	8180780	96.2
	"61 years"	"61"	"Male"	"M"	"External causes of morbidity and mortality"	"V01-Y89"	10912	8180780	133.4
	"62 years"	"62"	"Female"	"F"	"Certain infectious and parasitic diseases"	"A00-B99"	2256	8615409	26.2
	"62 years"	"62"	"Female"	"F"	"Neoplasms"	"C00-D48"	24675	8615409	286.4
	"62 years"	"62"	"Female"	"F"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	374	8615409	4.3
	"62 years"	"62"	"Female"	"F"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	4375	8615409	50.8
	"62 years"	"62"	"Female"	"F"	"Mental and behavioural disorders"	"F01-F99"	942	8615409	10.9
	"62 years"	"62"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	2563	8615409	29.7
	"62 years"	"62"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	16797	8615409	195.0
	"62 years"	"62"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	7255	8615409	84.2
	"62 years"	"62"	"Female"	"F"	"Diseases of the digestive system"	"K00-K92"	4209	8615409	48.9
	"62 years"	"62"	"Female"	"F"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	173	8615409	2.0
	"62 years"	"62"	"Female"	"F"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	536	8615409	6.2
	"62 years"	"62"	"Female"	"F"	"Diseases of the genitourinary system"	"N00-N98"	1706	8615409	19.8
	"62 years"	"62"	"Female"	"F"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	209	8615409	2.4
	"62 years"	"62"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	590	8615409	6.8
	"62 years"	"62"	"Female"	"F"	"Codes for special purposes"	"U00-U99"	5249	8615409	60.9
	"62 years"	"62"	"Female"	"F"	"External causes of morbidity and mortality"	"V01-Y89"	4041	8615409	46.9
	"62 years"	"62"	"Male"	"M"	"Certain infectious and parasitic diseases"	"A00-B99"	3153	7981835	39.5
	"62 years"	"62"	"Male"	"M"	"Neoplasms"	"C00-D48"	30021	7981835	376.1
	"62 years"	"62"	"Male"	"M"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	327	7981835	4.1
	"62 years"	"62"	"Male"	"M"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	7028	7981835	88.0
	"62 years"	"62"	"Male"	"M"	"Mental and behavioural disorders"	"F01-F99"	2294	7981835	28.7
	"62 years"	"62"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	3007	7981835	37.7
	"62 years"	"62"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	34231	7981835	428.9
	"62 years"	"62"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	8488	7981835	106.3
	"62 years"	"62"	"Male"	"M"	"Diseases of the digestive system"	"K00-K92"	6868	7981835	86.0
	"62 years"	"62"	"Male"	"M"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	193	7981835	2.4
	"62 years"	"62"	"Male"	"M"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	438	7981835	5.5
	"62 years"	"62"	"Male"	"M"	"Diseases of the genitourinary system"	"N00-N98"	2209	7981835	27.7
	"62 years"	"62"	"Male"	"M"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	259	7981835	3.2
	"62 years"	"62"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	919	7981835	11.5
	"62 years"	"62"	"Male"	"M"	"Codes for special purposes"	"U00-U99"	8413	7981835	105.4
	"62 years"	"62"	"Male"	"M"	"External causes of morbidity and mortality"	"V01-Y89"	10431	7981835	130.7
	"63 years"	"63"	"Female"	"F"	"Certain infectious and parasitic diseases"	"A00-B99"	2326	8485433	27.4
	"63 years"	"63"	"Female"	"F"	"Neoplasms"	"C00-D48"	25941	8485433	305.7
	"63 years"	"63"	"Female"	"F"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	378	8485433	4.5
	"63 years"	"63"	"Female"	"F"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	4644	8485433	54.7
	"63 years"	"63"	"Female"	"F"	"Mental and behavioural disorders"	"F01-F99"	961	8485433	11.3
	"63 years"	"63"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	2877	8485433	33.9
	"63 years"	"63"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	17763	8485433	209.3
	"63 years"	"63"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	7745	8485433	91.3
	"63 years"	"63"	"Female"	"F"	"Diseases of the digestive system"	"K00-K92"	4343	8485433	51.2
	"63 years"	"63"	"Female"	"F"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	195	8485433	2.3
	"63 years"	"63"	"Female"	"F"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	581	8485433	6.8
	"63 years"	"63"	"Female"	"F"	"Diseases of the genitourinary system"	"N00-N98"	1878	8485433	22.1
	"63 years"	"63"	"Female"	"F"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	240	8485433	2.8
	"63 years"	"63"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	604	8485433	7.1
	"63 years"	"63"	"Female"	"F"	"Codes for special purposes"	"U00-U99"	5667	8485433	66.8
	"63 years"	"63"	"Female"	"F"	"External causes of morbidity and mortality"	"V01-Y89"	3911	8485433	46.1
	"63 years"	"63"	"Male"	"M"	"Certain infectious and parasitic diseases"	"A00-B99"	3244	7807575	41.5
	"63 years"	"63"	"Male"	"M"	"Neoplasms"	"C00-D48"	32367	7807575	414.6
	"63 years"	"63"	"Male"	"M"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	387	7807575	5.0
	"63 years"	"63"	"Male"	"M"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	7247	7807575	92.8
	"63 years"	"63"	"Male"	"M"	"Mental and behavioural disorders"	"F01-F99"	2339	7807575	30.0
	"63 years"	"63"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	3239	7807575	41.5
	"63 years"	"63"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	35999	7807575	461.1
	"63 years"	"63"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	9186	7807575	117.7
	"63 years"	"63"	"Male"	"M"	"Diseases of the digestive system"	"K00-K92"	7137	7807575	91.4
	"63 years"	"63"	"Male"	"M"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	211	7807575	2.7
	"63 years"	"63"	"Male"	"M"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	485	7807575	6.2
	"63 years"	"63"	"Male"	"M"	"Diseases of the genitourinary system"	"N00-N98"	2395	7807575	30.7
	"63 years"	"63"	"Male"	"M"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	256	7807575	3.3
	"63 years"	"63"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1016	7807575	13.0
	"63 years"	"63"	"Male"	"M"	"Codes for special purposes"	"U00-U99"	8856	7807575	113.4
	"63 years"	"63"	"Male"	"M"	"External causes of morbidity and mortality"	"V01-Y89"	9993	7807575	128.0
	"64 years"	"64"	"Female"	"F"	"Certain infectious and parasitic diseases"	"A00-B99"	2417	8280324	29.2
	"64 years"	"64"	"Female"	"F"	"Neoplasms"	"C00-D48"	27305	8280324	329.8
	"64 years"	"64"	"Female"	"F"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	380	8280324	4.6
	"64 years"	"64"	"Female"	"F"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	4971	8280324	60.0
	"64 years"	"64"	"Female"	"F"	"Mental and behavioural disorders"	"F01-F99"	1087	8280324	13.1
	"64 years"	"64"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	3023	8280324	36.5
	"64 years"	"64"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	18474	8280324	223.1
	"64 years"	"64"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	8182	8280324	98.8
	"64 years"	"64"	"Female"	"F"	"Diseases of the digestive system"	"K00-K92"	4358	8280324	52.6
	"64 years"	"64"	"Female"	"F"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	208	8280324	2.5
	"64 years"	"64"	"Female"	"F"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	594	8280324	7.2
	"64 years"	"64"	"Female"	"F"	"Diseases of the genitourinary system"	"N00-N98"	2010	8280324	24.3
	"64 years"	"64"	"Female"	"F"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	205	8280324	2.5
	"64 years"	"64"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	570	8280324	6.9
	"64 years"	"64"	"Female"	"F"	"Codes for special purposes"	"U00-U99"	5991	8280324	72.4
	"64 years"	"64"	"Female"	"F"	"External causes of morbidity and mortality"	"V01-Y89"	3686	8280324	44.5
	"64 years"	"64"	"Male"	"M"	"Certain infectious and parasitic diseases"	"A00-B99"	3308	7553448	43.8
	"64 years"	"64"	"Male"	"M"	"Neoplasms"	"C00-D48"	33530	7553448	443.9
	"64 years"	"64"	"Male"	"M"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	396	7553448	5.2
	"64 years"	"64"	"Male"	"M"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	7538	7553448	99.8
	"64 years"	"64"	"Male"	"M"	"Mental and behavioural disorders"	"F01-F99"	2234	7553448	29.6
	"64 years"	"64"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	3492	7553448	46.2
	"64 years"	"64"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	37690	7553448	499.0
	"64 years"	"64"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	9626	7553448	127.4
	"64 years"	"64"	"Male"	"M"	"Diseases of the digestive system"	"K00-K92"	6826	7553448	90.4
	"64 years"	"64"	"Male"	"M"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	230	7553448	3.0
	"64 years"	"64"	"Male"	"M"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	478	7553448	6.3
	"64 years"	"64"	"Male"	"M"	"Diseases of the genitourinary system"	"N00-N98"	2573	7553448	34.1
	"64 years"	"64"	"Male"	"M"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	224	7553448	3.0
	"64 years"	"64"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	984	7553448	13.0
	"64 years"	"64"	"Male"	"M"	"Codes for special purposes"	"U00-U99"	9036	7553448	119.6
	"64 years"	"64"	"Male"	"M"	"External causes of morbidity and mortality"	"V01-Y89"	9411	7553448	124.6
	"65 years"	"65"	"Female"	"F"	"Certain infectious and parasitic diseases"	"A00-B99"	2432	8020640	30.3
	"65 years"	"65"	"Female"	"F"	"Neoplasms"	"C00-D48"	27769	8020640	346.2
	"65 years"	"65"	"Female"	"F"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	400	8020640	5.0
	"65 years"	"65"	"Female"	"F"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	5057	8020640	63.0
	"65 years"	"65"	"Female"	"F"	"Mental and behavioural disorders"	"F01-F99"	1128	8020640	14.1
	"65 years"	"65"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	3372	8020640	42.0
	"65 years"	"65"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	19588	8020640	244.2
	"65 years"	"65"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	8459	8020640	105.5
	"65 years"	"65"	"Female"	"F"	"Diseases of the digestive system"	"K00-K92"	4432	8020640	55.3
	"65 years"	"65"	"Female"	"F"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	215	8020640	2.7
	"65 years"	"65"	"Female"	"F"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	607	8020640	7.6
	"65 years"	"65"	"Female"	"F"	"Diseases of the genitourinary system"	"N00-N98"	2198	8020640	27.4
	"65 years"	"65"	"Female"	"F"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	165	8020640	2.1
	"65 years"	"65"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	602	8020640	7.5
	"65 years"	"65"	"Female"	"F"	"Codes for special purposes"	"U00-U99"	6171	8020640	76.9
	"65 years"	"65"	"Female"	"F"	"External causes of morbidity and mortality"	"V01-Y89"	3562	8020640	44.4
	"65 years"	"65"	"Male"	"M"	"Certain infectious and parasitic diseases"	"A00-B99"	3374	7249134	46.5
	"65 years"	"65"	"Male"	"M"	"Neoplasms"	"C00-D48"	34710	7249134	478.8
	"65 years"	"65"	"Male"	"M"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	417	7249134	5.8
	"65 years"	"65"	"Male"	"M"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	7728	7249134	106.6
	"65 years"	"65"	"Male"	"M"	"Mental and behavioural disorders"	"F01-F99"	2234	7249134	30.8
	"65 years"	"65"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	3901	7249134	53.8
	"65 years"	"65"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	37845	7249134	522.1
	"65 years"	"65"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	10428	7249134	143.9
	"65 years"	"65"	"Male"	"M"	"Diseases of the digestive system"	"K00-K92"	6774	7249134	93.4
	"65 years"	"65"	"Male"	"M"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	241	7249134	3.3
	"65 years"	"65"	"Male"	"M"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	541	7249134	7.5
	"65 years"	"65"	"Male"	"M"	"Diseases of the genitourinary system"	"N00-N98"	2641	7249134	36.4
	"65 years"	"65"	"Male"	"M"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	211	7249134	2.9
	"65 years"	"65"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1018	7249134	14.0
	"65 years"	"65"	"Male"	"M"	"Codes for special purposes"	"U00-U99"	9403	7249134	129.7
	"65 years"	"65"	"Male"	"M"	"External causes of morbidity and mortality"	"V01-Y89"	8830	7249134	121.8
	"66 years"	"66"	"Female"	"F"	"Certain infectious and parasitic diseases"	"A00-B99"	2524	7744468	32.6
	"66 years"	"66"	"Female"	"F"	"Neoplasms"	"C00-D48"	28397	7744468	366.7
	"66 years"	"66"	"Female"	"F"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	431	7744468	5.6
	"66 years"	"66"	"Female"	"F"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	5232	7744468	67.6
	"66 years"	"66"	"Female"	"F"	"Mental and behavioural disorders"	"F01-F99"	1241	7744468	16.0
	"66 years"	"66"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	3725	7744468	48.1
	"66 years"	"66"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	20649	7744468	266.6
	"66 years"	"66"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	8916	7744468	115.1
	"66 years"	"66"	"Female"	"F"	"Diseases of the digestive system"	"K00-K92"	4449	7744468	57.4
	"66 years"	"66"	"Female"	"F"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	227	7744468	2.9
	"66 years"	"66"	"Female"	"F"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	609	7744468	7.9
	"66 years"	"66"	"Female"	"F"	"Diseases of the genitourinary system"	"N00-N98"	2304	7744468	29.8
	"66 years"	"66"	"Female"	"F"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	160	7744468	2.1
	"66 years"	"66"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	600	7744468	7.7
	"66 years"	"66"	"Female"	"F"	"Codes for special purposes"	"U00-U99"	6281	7744468	81.1
	"66 years"	"66"	"Female"	"F"	"External causes of morbidity and mortality"	"V01-Y89"	3299	7744468	42.6
	"66 years"	"66"	"Male"	"M"	"Certain infectious and parasitic diseases"	"A00-B99"	3407	6944891	49.1
	"66 years"	"66"	"Male"	"M"	"Neoplasms"	"C00-D48"	36095	6944891	519.7
	"66 years"	"66"	"Male"	"M"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	460	6944891	6.6
	"66 years"	"66"	"Male"	"M"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	7907	6944891	113.9
	"66 years"	"66"	"Male"	"M"	"Mental and behavioural disorders"	"F01-F99"	2269	6944891	32.7
	"66 years"	"66"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	4114	6944891	59.2
	"66 years"	"66"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	39117	6944891	563.2
	"66 years"	"66"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	10984	6944891	158.2
	"66 years"	"66"	"Male"	"M"	"Diseases of the digestive system"	"K00-K92"	6704	6944891	96.5
	"66 years"	"66"	"Male"	"M"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	198	6944891	2.9
	"66 years"	"66"	"Male"	"M"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	532	6944891	7.7
	"66 years"	"66"	"Male"	"M"	"Diseases of the genitourinary system"	"N00-N98"	2840	6944891	40.9
	"66 years"	"66"	"Male"	"M"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	187	6944891	2.7
	"66 years"	"66"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1033	6944891	14.9
	"66 years"	"66"	"Male"	"M"	"Codes for special purposes"	"U00-U99"	9616	6944891	138.5
	"66 years"	"66"	"Male"	"M"	"External causes of morbidity and mortality"	"V01-Y89"	8132	6944891	117.1
	"67 years"	"67"	"Female"	"F"	"Certain infectious and parasitic diseases"	"A00-B99"	2654	7471320	35.5
	"67 years"	"67"	"Female"	"F"	"Neoplasms"	"C00-D48"	29621	7471320	396.5
	"67 years"	"67"	"Female"	"F"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	464	7471320	6.2
	"67 years"	"67"	"Female"	"F"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	5417	7471320	72.5
	"67 years"	"67"	"Female"	"F"	"Mental and behavioural disorders"	"F01-F99"	1364	7471320	18.3
	"67 years"	"67"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	3936	7471320	52.7
	"67 years"	"67"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	21417	7471320	286.7
	"67 years"	"67"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	9312	7471320	124.6
	"67 years"	"67"	"Female"	"F"	"Diseases of the digestive system"	"K00-K92"	4434	7471320	59.3
	"67 years"	"67"	"Female"	"F"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	217	7471320	2.9
	"67 years"	"67"	"Female"	"F"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	687	7471320	9.2
	"67 years"	"67"	"Female"	"F"	"Diseases of the genitourinary system"	"N00-N98"	2411	7471320	32.3
	"67 years"	"67"	"Female"	"F"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	141	7471320	1.9
	"67 years"	"67"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	658	7471320	8.8
	"67 years"	"67"	"Female"	"F"	"Codes for special purposes"	"U00-U99"	6437	7471320	86.2
	"67 years"	"67"	"Female"	"F"	"External causes of morbidity and mortality"	"V01-Y89"	3308	7471320	44.3
	"67 years"	"67"	"Male"	"M"	"Certain infectious and parasitic diseases"	"A00-B99"	3382	6649342	50.9
	"67 years"	"67"	"Male"	"M"	"Neoplasms"	"C00-D48"	36987	6649342	556.3
	"67 years"	"67"	"Male"	"M"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	409	6649342	6.2
	"67 years"	"67"	"Male"	"M"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	8205	6649342	123.4
